Epoch,GIN_Train_Loss_Mean,GIN_Test_Acc_Mean,CW_Train_Loss_Mean,CW_Test_Acc_Mean
41,0.596330066333432,68.17518248175182,0.623878109716151,68.1021897810219
42,0.5901433568801323,69.12408759124087,0.6177550863900614,68.75912408759125
43,0.592940786082089,68.97810218978103,0.6152949735486015,68.61313868613139
44,0.5895673570116651,69.41605839416059,0.61449621988329,68.73479318734793
45,0.587740755545252,68.1265206812652,0.6068369558112755,68.73479318734793
46,0.5891282988000671,70.07299270072993,0.6094913105024908,66.15571776155718
47,0.5836528635663127,69.41605839416059,0.6028110313879603,68.44282238442823
48,0.5866723312223625,69.87834549878346,0.6020972383283351,67.78588807785887
49,0.5859026142715538,69.63503649635035,0.5970726657957927,68.49148418491484
50,0.5874592774105768,68.97810218978103,0.6064206890091117,67.8102189781022
51,0.5792320449856946,69.68369829683698,0.60241342002748,69.58637469586374
52,0.5813535584875555,68.00486618004865,0.5948106104730109,68.9051094890511
53,0.5831815382860003,69.7080291970803,0.5908485297304,70.51094890510949
54,0.581444163058506,69.48905109489051,0.5932678296908265,69.27007299270073
55,0.5822852942920369,70.29197080291969,0.5863746174785633,67.90754257907541
56,0.5788668764768726,70.5352798053528,0.5933962879679788,70.02433090024331
57,0.5751223247996793,68.05352798053528,0.5911818733180526,70.46228710462287
58,0.5821968833750472,70.12165450121654,0.5866486615218095,70.63260340632603
59,0.5736037293924902,69.36739659367397,0.5849072961041527,69.29440389294405
60,0.5753518427520483,68.9051094890511,0.5880953203732661,68.07785888077859
61,0.5745053422712061,70.21897810218978,0.5827256782646597,70.43795620437956
62,0.575065406352064,69.51338199513383,0.5839859670676164,70.75425790754257
63,0.57347447978029,70.31630170316302,0.5859464420744392,68.78345498783456
64,0.5773023633626255,69.48905109489051,0.5838787713770158,70.12165450121654
65,0.5742683399912794,70.17031630170317,0.5858591666331836,70.2919708029197
66,0.5694537143347617,70.36496350364963,0.5844710058249405,70.94890510948905
67,0.5716156357251234,70.31630170316302,0.5752413022112093,70.87591240875912
68,0.5731383943644753,70.17031630170318,0.5759711194792513,71.65450121654501
69,0.5749763134477203,70.02433090024331,0.5749247339085071,71.26520681265205
70,0.5699263602132635,71.26520681265207,0.5752545345583682,71.6301703163017
71,0.5708012235715731,70.97323600973235,0.5690699877095049,72.65206812652069
72,0.5669410160133148,70.68126520681264,0.5633009455209811,71.77615571776155
73,0.5694656385267447,71.21654501216545,0.5743746239483501,72.1897810218978
74,0.563769400264805,71.14355231143551,0.5684685368172444,71.43552311435522
75,0.5648554343231693,70.34063260340633,0.5603777338263473,72.79805352798054
76,0.5662343321490463,71.16788321167884,0.5687292685473923,71.45985401459855
77,0.5671697240531299,70.24330900243308,0.5614250484609256,72.82238442822384
78,0.5641959922012041,71.19221411192214,0.5630576642325325,72.36009732360097
79,0.5650383697229,70.8029197080292,0.5666274929713738,72.77372262773723
80,0.5597692226696478,70.82725060827251,0.5624457874727365,72.09245742092457
81,0.5623158392244882,70.90024330900243,0.5507277662591633,71.53284671532847
82,0.5652086193979222,71.60583941605839,0.5585023020160749,71.92214111922142
83,0.5589271643736067,70.2433090024331,0.5574276774469082,71.92214111922141
84,0.5642791248586055,71.82481751824818,0.5547350078603647,73.2603406326034
85,0.5664767411503477,70.8029197080292,0.5492477095620185,71.21654501216545
86,0.5610843584630321,71.94647201946472,0.5558873239514892,71.8491484184915
87,0.5617542312093025,71.70316301703163,0.5488075378747461,73.13868613138686
88,0.560021554524591,71.338199513382,0.5481559609409665,72.55474452554745
89,0.5580710118414423,72.16545012165452,0.5477112340956128,72.45742092457421
90,0.5559440991449239,70.92457420924575,0.5505981292312743,73.35766423357663
91,0.5607901216713471,72.01946472019463,0.5402761926471171,72.91970802919708
92,0.5591812868913015,72.21411192214111,0.5449044673402234,72.84671532846716
93,0.5560719731660365,72.11678832116787,0.5482114892081332,73.01703163017031
94,0.5561716392527531,71.72749391727493,0.539421464042362,72.67639902676399
95,0.5560707601607572,72.21411192214111,0.5420977198584526,72.89537712895377
96,0.5534805737707738,71.72749391727493,0.5468452431424691,73.04136253041364
97,0.555638518864221,72.38442822384428,0.5440007299112287,73.67396593673965
98,0.5513959304984759,71.53284671532847,0.5385832609341381,73.23600973236009
99,0.5504655466462574,72.45742092457422,0.5388067477665969,73.11435523114355
100,0.5552679852267541,71.94647201946472,0.5393040699100262,73.11435523114356
101,0.5551519940659367,71.19221411192214,0.5398078392456918,72.7007299270073
102,0.5562466173276414,71.53284671532847,0.5340217122341304,73.33333333333334
103,0.5586032413218144,71.8734793187348,0.5313412747678965,73.96593673965937
104,0.5530661207045953,71.970802919708,0.5313700764283648,74.01459854014598
105,0.5549872358930082,72.4330900243309,0.5276154535385235,73.69829683698296
106,0.5501240306962145,72.28710462287104,0.5345836761078985,73.94160583941607
107,0.5491351330077271,71.60583941605839,0.5284675766226729,72.82238442822384
108,0.5514223862738505,72.26277372262774,0.5281479643644207,74.0389294403893
109,0.555579060867175,71.24087591240875,0.5288516414571562,74.42822384428223
110,0.5499701902379085,71.21654501216544,0.5277048073110789,74.11192214111921
111,0.5495637389430164,72.45742092457422,0.5255342666685147,74.42822384428223
112,0.5518685487065003,71.80048661800487,0.5267631204748966,73.77128953771289
113,0.5505476035630906,71.67883211678833,0.5252058299498547,74.3065693430657
114,0.5525337634730512,72.06812652068126,0.5204556898624068,73.67396593673966
115,0.5464877305674727,72.26277372262774,0.5217239515914824,73.5279805352798
116,0.5467244847412527,72.23844282238443,0.5261052145575086,73.91727493917276
117,0.5506468191344082,72.14111922141119,0.5240484284368454,74.08759124087591
118,0.549399106824485,72.1654501216545,0.5223473716246241,74.45255474452554
119,0.5488549438706279,73.21167883211679,0.5196731678035718,74.69586374695864
120,0.5480903745132641,71.72749391727494,0.5193079212721246,74.18491484184914
121,0.5479749208529211,71.97080291970802,0.518631152152435,74.20924574209246
122,0.5481405813183517,71.0705596107056,0.5205304727937183,74.57420924574208
123,0.5463960631920474,72.31143552311434,0.5220550009223957,75.1581508515815
124,0.5453291833835797,72.14111922141119,0.5178569718143946,74.52554744525547
125,0.5443031531905895,72.1411192214112,0.513117348031116,74.5985401459854
126,0.5487855890081457,72.60340632603406,0.5129004109804938,74.23357664233576
127,0.5444031861866768,72.26277372262774,0.5178751112915884,74.08759124087591
128,0.543426517181443,72.26277372262773,0.5139105194676532,75.23114355231144
129,0.5414924358654486,71.8491484184915,0.5149269987776912,75.03649635036497
130,0.5439829949189857,72.84671532846714,0.5081869203678883,74.11192214111921
131,0.5469421855144547,71.75182481751824,0.5106876949614272,75.30413625304136
132,0.5440766194441021,72.7250608272506,0.509828963143402,75.47445255474454
133,0.5440672356716908,71.84914841849148,0.5094166479406567,73.91727493917276
134,0.544197310133862,72.38442822384428,0.5043028076924836,74.8418491484185
135,0.5434669932019681,71.77615571776155,0.5033377124155234,74.69586374695864
136,0.541852801545113,72.36009732360097,0.504717581956636,75.45012165450122
137,0.5380180606296753,72.53041362530413,0.4977738063845901,75.32846715328466
138,0.5394428194004254,72.21411192214113,0.5084285559445402,73.67396593673966
139,0.5434272154404299,71.77615571776155,0.4998223377840363,75.52311435523114
140,0.5440205564754144,73.2116788321168,0.4966099850887799,75.25547445255475
141,0.5440732990013132,71.92214111922142,0.49951543493282474,75.06082725060826
142,0.5460432624004763,72.06812652068126,0.49984404663679954,75.54744525547446
143,0.5366950541807207,72.7007299270073,0.5019317733690396,74.5498783454988
144,0.5374459561785352,72.48175182481752,0.4979164378196364,74.81751824817518
145,0.5358653445168423,71.75182481751825,0.5040310417358602,75.64476885644768
146,0.5372177156363671,71.87347931873481,0.49482959880155947,75.93673965936739
147,0.535370790059259,72.57907542579076,0.4968766322681214,75.03649635036497
148,0.5394275557675792,72.77372262773723,0.4970442199068928,75.71776155717762
149,0.5367405911866766,71.92214111922141,0.49360233936866704,75.54744525547446
150,0.5383773862445442,72.65206812652067,0.4891948353345087,75.6934306569343
151,0.5439419515956637,72.36009732360097,0.49399520894036675,75.985401459854
152,0.5389606376779051,72.57907542579076,0.49469018591581476,75.27980535279805
153,0.5387532264066729,72.74939172749393,0.492657432257404,75.669099756691
154,0.5341965324397215,72.55474452554745,0.4944177531267894,76.2043795620438
155,0.5324578407327044,72.84671532846717,0.48913846102944253,75.76642335766422
156,0.5354528322707128,71.87347931873478,0.48802248913876334,75.98540145985402
157,0.5343452039136214,72.40875912408758,0.4940185305845999,76.10705596107056
158,0.5362762146332548,73.4793187347932,0.4893166256502017,76.66666666666666
159,0.5343099192111161,72.53041362530413,0.4873511908263186,75.669099756691
160,0.5334890928146614,72.23844282238443,0.48127451070613814,76.00973236009733
161,0.5338896440328472,71.50851581508516,0.48416090559785385,76.4720194647202
162,0.5326625374981957,72.31143552311437,0.4888589881052356,76.2043795620438
163,0.5355781405801612,73.8199513381995,0.4978384471722762,75.37712895377129
164,0.5364136861333592,72.60340632603406,0.483773118692593,75.74209245742092
165,0.5347464359444714,72.67639902676399,0.4857722909491137,76.00973236009733
166,0.531559586887522,72.89537712895378,0.48567794980503926,75.86374695863746
167,0.5366036429892491,72.4087591240876,0.4821319278429314,75.83941605839416
168,0.5302972439141749,73.13868613138686,0.482831848211532,76.00973236009732
169,0.5331127896941201,73.33333333333334,0.48354503867689996,76.98296836982968
170,0.5326595270140617,73.33333333333333,0.4864015621570485,76.71532846715328
171,0.527469704011931,72.7007299270073,0.47722420963637735,75.79075425790754
172,0.5325494160762378,72.48175182481752,0.4789791656236579,77.05596107055962
173,0.5283364674615744,73.60097323600974,0.4778760370111813,76.69099756690997
174,0.5281042846740018,71.87347931873481,0.4780782100202973,76.03406326034063
175,0.5345236729096323,72.60340632603406,0.4849147863631701,75.06082725060828
176,0.5285337481910585,73.47931873479318,0.47729104003186934,76.1800486618005
177,0.5321556265191731,72.38442822384428,0.47855573092063847,75.83941605839416
178,0.5291830005436917,72.60340632603405,0.4793255036039654,75.54744525547446
179,0.5295826534140139,72.7250608272506,0.4740186660249158,76.37469586374695
180,0.5281148372195352,73.72262773722628,0.47548714084346794,76.4720194647202
181,0.5265061107140097,72.60340632603406,0.4723341806381579,75.54744525547446
182,0.5255256584816026,72.87104622871047,0.4739099807982898,77.05596107055962
183,0.5261045001139026,73.21167883211679,0.47145234233271466,76.00973236009732
184,0.5287953834174034,73.38199513381996,0.47074042272973815,76.37469586374695
185,0.5286375131920307,73.33333333333334,0.47174563674741127,75.985401459854
186,0.5270859131702832,73.55231143552312,0.47557062982352694,76.69099756690999
187,0.5264820543373878,74.37956204379562,0.47527402723502654,76.22871046228711
188,0.5261437267282585,73.35766423357663,0.47252096239377683,76.30170316301704
189,0.5223172631722007,73.38199513381994,0.47046869063609414,76.59367396593674
190,0.5266231952647512,74.23357664233576,0.4689925568527259,76.95863746958636
191,0.52184700691787,73.47931873479317,0.4660086799131983,77.20194647201947
192,0.5220502410346863,74.11192214111922,0.46994463054513125,77.63990267639903
193,0.5222504114727615,73.26034063260342,0.4676701683922696,76.7396593673966
194,0.5247836864197631,73.52798053527981,0.46222477009986723,76.08272506082724
195,0.525986682542049,73.40632603406326,0.47199737216434345,76.66666666666667
196,0.5217693560024828,74.01459854014598,0.4690843288625824,76.93430656934306
197,0.5214702036258948,72.96836982968371,0.4649309943482244,77.0559610705596
198,0.5203072820701738,72.50608272506084,0.46445591664372277,77.46958637469587
199,0.5223192808111798,73.89294403892943,0.4676796881386833,77.2992700729927
200,0.5194367651666748,73.28467153284672,0.4638112769074684,76.44768856447688
